citation_id,source_paragraph,baseline_relevant,baseline_reject,baseline_paper,hyde_t07_relevant,hyde_t07_reject,hyde_t07_paper,hyde_single_relevant,hyde_single_reject,hyde_single_paper
68,"a speciﬁed time delay difference of (cid:49)t, each (cid:49)t value produces a beam pattern equivalent to a phased array having inter-element phase difference that depends on the corresponding subcarrier frequencies. Multiple beams can be formed simultaneously, by assigning multiple subcarrier sets which are transmit- ted using different value of (cid:49)t. This idea is the primary contribution of this paper, which will be elaborated in the sequel. A second contribution in this paper concerns the improvement of time on target in a MIMO radar adopting CC-OFDM waveforms. While multiple beamscanning in tra- ditional phased array radar results in limited time on target, CC-OFDM MIMO radar could give a much longer time on target because multiple beams in CC-OFDM radar can be",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
69,"In our case, quasi-continuous transmission is used through proper scheduling of OFDM transmission and echoes reception to prevent the coupling. • The receiver that continuously receives signal echoes coming from multiple targets must be able to distinguish which targets are very near or very far from the radar. This is the reason in this paper that orthogonal codes are given to successive CC-OFDM symbols. These unique codes are given and known by the receiver, so that the receiver could properly detect and distinguish targets nearby and far away from the radar. In this paper we describe the waveform design of a CC-OFDM quasi-continuous wave for MIMO long the range radar. Quasi-CW transmission could limit leakage/coupling problem by time-isolation of the",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
70,"attention is paid to utilizing this multi-dimensional orthogonality. The orthogonality between the CC-OFDM symbols is beneﬁcial in obtaining an optimum SNR for increasing the maximum unambiguous range of the radar. Another main contribution of this paper is the design of a radar waveform which could extend its maximum unambiguous range by transmitting quasi-continuously multiple orthogonal CC-OFDM symbols in series. It means that the radar will have a longer pulse rep- etition interval (PRI) which leads to a longer-range detection. The additional requirement is that there must be orthogonal- ities between the symbol series. The orthogonality is pro- vided by using orthogonal codes for coding the CC-OFDM symbols, which can be realized using the Golay codes pre- viously chosen to mitigate",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
71,"also be eliminated because it is possible to design a wave- form to produce an array pattern with a low sidelobe-level characteristic directly from the waveform generation stage. This paper describes a novel design of software deﬁned radar (SDR) using CC OFDM waveforms by giving the phase difference for beam steering and the amplitude tapering coef- ﬁcient at digital waveform generation stage. Hence, when the CC OFDM waveforms are transmitted simultaneously from multiple array antennas, as illustrated in Fig. 1 (a), they will create beams heading to a certain θb direction and exhibiting low side lobe levels. Assume for now that the system is a uniform linear array (ULA) with equal spacing d as depicted in Fig. 1(b). By taking",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
72,"of the beampattern, p = Ipejp2πfnc,b(cid:49)tb. so that we can deﬁne I (cid:48) The array factor (AF) of the CC-OFDM waveform as a function of angle θ, center frequency of the allocated sub band for the b-th beam, fnc,b, and time delay (cid:49)tb for phase steering of the b-th beam is given by: AF(θ, fnc,b, (cid:49)tb) = Nt −1 2(cid:88) pejpα(θ) I (cid:48) p=− Nt −1 Nt −1 2(cid:88) p=− Nt −1 Ipejp2πfnc,b(cid:49)tb (cid:125) (cid:123)(cid:122) (cid:124) the waveform effect ejpα(θ) (cid:124) (cid:123)(cid:122) (cid:125) the array radiation effect (7) The rightmost form consists of the sum of product of two factors. The ﬁrst represents the waveform effect, which is the Taylor amplitude distribution of the array elements and the phase factor",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
73,"beamforming at transmit is produced by divid- ing the total OFDM bandwidth B, consisting of Nc subcarriers into Nsb sub bands with smaller bandwidth of Bb, consisting of Ncb subcarriers. The bandwidth per sub-band Bb will deter- mine the range resolution of the CC-OFDM radar as follows: (cid:49)R = 2Bb (8) VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar FIGURE 1. Circulating code in OFDM MIMO radar transmitters with Nt elements transmitting coherence signals, delay difference of (cid:49)t and array factor is defined in the xy plane: (a) time domain and (b) space domain. where (cid:49)R is the range resolution in each beam. If the fre- quency spacing between the OFDM subcarriers",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
74,"Multibeam CC-OFDM Azimuth Scanning MIMO Radar The phase steering is deﬁned as: β(fn,a,b, (cid:49)tb) = 2π fn,a,b(cid:49)tb (13) hence, at any transmitter p, the WG generates Nb beams simultaneously during the Nsym symbol periods with ampli- tude control Ip. The CC-OFDM complex signal of symbol a in beam b at the p-th transmitter is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (t−(a−1)T0) for 0 ≤ t − (a − 1)T0 + p(cid:49)tb ≤ T0. (14) The complex discrete-time signal of the baseband CC-OFDM signal in (14) is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (kTs−(a−1)T0) for 0 ≤ kTs − (a − 1)T0 + p(cid:49)tb ≤ T0. (15) The time delay (cid:49)tb",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
75,"the n-th subcarrier for symbol a in beam b is given by ga,b,n. In order to generate CC-OFDM waveform, additional phase steering β(fn,a,b, (cid:49)tb) is given to the speciﬁed OFDM sub-band frequencies of beam b for generating a required time delay between the transmit elements for beam b. 53688 VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar TABLE 1. Surveillance radar system and waveform specifications. strict requirement for the time and frequency accuracy of the oscillator clocks at transmitters and receivers. For instance, with an IF of 20 MHz and a carrier frequency offset of 10 kHz the error in beam direction becomes 0.1◦ and the estimated range error equals 0.27 meter",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
76,"FOR LONG-RANGE SURVEILLANCE A. REQUIREMENTS A. REQUIREMENTS To elucidate the novel concept and detailed implementation of the CC-OFDM MIMO radar, we will take a surveillance radar design as an example for analyses in the subsequent sections. The CC-OFDM MIMO radar waveform designed herein is based on the requirement of surveillance radars used in coastal areas, where the target of interest are ships and small aircrafts in the area within 180 km from the radar site. OFDM signals with subcarrier spacing of 10 KHz will give a maximum unambiguous range of 15 km. In order to extend the maximum unambiguous range of the radar up to 180 km, 12 orthogonal OFDM symbols with symbol time of 0.1 ms are transmitted in",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
77,"of 10 KHz will give a maximum unambiguous range of 15 km. In order to extend the maximum unambiguous range of the radar up to 180 km, 12 orthogonal OFDM symbols with symbol time of 0.1 ms are transmitted in series. The 12 OFDM signals are transmitted in quasi-continuous way, since the transmitter is idle during the reception period within one repetition time interval. The CC-OFDM MIMO radar system and waveform speciﬁcations are described in Table 1 In this case, each sub band which consists of 256 subcarriers are used for beam- forming; that leads to 2.56 MHz bandwidth and results in a range resolution of 60 meters in each beam. The OFDM signal period is 0.1 ms and the",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
78,"it can be seen from (11) that the phase correction, Cn,p,a,b is given to the n-th subcarrier frequency of the OFDM waveform generated for the p-th transmitter for beamforming to θb of symbol a. The Taylor coefﬁcient for sidelobe suppression Ip in (7) is also digitally generated directly from the WG. It is for these two reasons that the CC-OFDM waveforms must be generated simultane- ously per row of the azimuth antenna elements. It is therefore necessary to implement a digital WG at each transmitter with programmability feature, since different radar applications might require different parameters for the beams, waveforms, symbols and frames of symbols. Consequently, the adoption of the concept of software-deﬁned radar (SDR) platform is advantageous and instrumental",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
79,"xIF p,a,b, will be converted to analog signals through a DAC device of the p-th transmitter. Using the same procedure, the 63 beam signals are generated simultaneously by the digital WG at each transmit element. For a good operational performance of CC OFDM MIMO radar an important and crucial note should be made now, that is: Transmitting multiple symbols in series and in parallel contributing simultaneously to multiple beams effective in various range intervals, the quasi - CW transmission neces- sitates that the CC OFDM symbols should be orthogonal in time, frequency and code. In the following the orthogonality aspects are detailed. • Single CC OFDM symbol In this example, one symbol of CC-OFDM waveform contributes to 63 beam signals.",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
80,"VII. THE COUPLING BETWEEN CC-OFDM MULTI-BEAMS VII. THE COUPLING BETWEEN CC-OFDM MULTI-BEAMS A. THE COUPLING BETWEEN NEIGHBORING BEAMS A. THE COUPLING BETWEEN NEIGHBORING BEAMS This section analyzes the coupling between beams which are transmitted simultaneously over the same period of sym- bol duration. Analysis is done to the beams transmitted on the ﬁrst symbol period, with the scheduling as described in Table 2. It is necessary to make sure that the coupling between the multi-beam CC-OFDM which are transmitted simultaneously using limited bandwidth are low to avoid the probability of false alarm on radar receiver. In this paper, coupling analysis are done for near broadside and near edge beams (i.e., beams that spatially close to each other) and for co-channel",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
81,"beam isolation, the range resolution, the Doppler resolution, those parameters can be modiﬁed and optimized based on the characteristic of the target of interest. Some of the radar speciﬁcations that can be achieved by modifying some of the CC-OFDM waveform parameters are as follows: • The maximum unambiguous range for conventional OFDM radar is mainly limited by the spacing between the OFDM subcarriers. However, one could extend the maximum unambiguous range of the radar by send- ing multiple successive orthogonal CC-OFDM symbols containing orthogonal Golay codes. How many symbols that must be sent will depend on how far the maximum unambiguous range is that the application requires. • The maximum velocity depends on the frequency spac- ing between the OFDM",1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,1,0,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar
82,"our knowledge, there is no publicly available NER dataset for drone forensic problems yet. We identify and propose six entity types as the tagset in the annotation process. The proposed model achieves a competitive score compared to the state-of-the-art methods, with a 91.146% F1 score. Yet, one of the scenarios achieves high perfor- mance, with a 91.348% F1 score. 2) This work showcases how to utilize speciﬁc evidence data to perform forensic information extraction to assist a forensic investigation, including a simple framework for data extraction and annotation. 3) We propose and investigate cosine similarity as a sub- stitutive of dot-product in the self-attention sub-layer of the Transformer encoder to model contextual depen- dency in a sequence. We also propose",1,0,Forensic Investigation of Drone Malfunctions with Transformer,1,0,Forensic Investigation of Drone Malfunctions with Transformer,1,0,Transformer-based named entity recognition on drone flight logs to support forensic investigation
83,". According to those case studies, the drone’s controller devices stored valuable data that can be compared to the other artifacts enabling a correlation study between the UAV and the mobile application used to control the drone. Some studies also suggest a technical procedure for drone forensic inquiry. In order to perform an end-to-end analysis from the preparation to the reporting of the ﬁndings, ten procedures proposed by Salamh et al. must be followed. Analyzing the encrypted ﬁles is one of the obstacles in the data collection phase. For the DJI models, encrypted evidentiary data is a certainty. However, sometimes we have no access to the DJI proprietary tools. Therefore, the data must be decrypted without using DJI’s proprietary tool,",1,0,Forensic Investigation of Drone Malfunctions with Transformer,1,0,Forensic Investigation of Drone Malfunctions with Transformer,1,0,Forensic Investigation of Drone Malfunctions with Transformer
84,"concept of concatenating the word’s vector representation with the Bidirectional Long Short-Term Memory (LSTM) layer output. The Conditional Random Field (CRF) layer is 3260 VOLUME 11, 2023 S. Silalahi et al.: Transformer-Based NER on Drone Flight Logs to Support Forensic Investigation used to decode the concatenated output since it can determine how the sequence labels relate to one another. Most of the work involved in implementing deep learning models is predominantly spent on ﬁguring out how to prepare adequate input representations. Most often, word embedding techniques like GloVe , Word2vec , BERT , and ELMo are used to learn the input representation. Pre- trained language models, such as BERT and ELMo, can generate contextualized representational vectors after going through a",1,0,A comparative study on word embeddings in deep learning for text classification,1,0,DroNER: Dataset for drone named entity recognition,1,0,Transformer-based named entity recognition on drone flight logs to support forensic investigation
85,"I. INTRODUCTION I. INTRODUCTION The use of drones has become increasingly common in various applications, including aerial photography, surveying, and monitoring. However, drones can also be involved in incidents such as accidents, violations, or even crimes, making it necessary to investigate drone logs as part of forensic investigations. In a forensic investigation, drone logs are essential sources of information that can help investigators reconstruct the events leading up to an incident. Drone logs typically include information such as flight paths, altitude, speed, battery life, sensor data, and other telemetry information . Important analysis of drone logs involves the identification of the most critical pieces of information in the log data and the analysis of how they relate to the incident",1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,1,0,Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages
86,"perform information extraction from drone flight log data. The result of the research is that BERT and DistilBERT have F1 scores of 98.63% and 95.9%, respectively. Furthermore, Silalahi et al. developed the Transformer using cosine similiarity to discover and extract some incident- related information. Cosine similiarity is used to substitute dot- product in the self-attention mechanism of the Transformer encoder layer. The datasets that were used are drone logs from the DJI Phantom. The purposeful method has an F1 score 91.35% compared with another Transformer model. Other research proposed a method in forensic event re- construction using directed graphs to identify and reconstruct events in a drone or its control station device . The study allows the investigator to find",1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation
87,"devices at the ground station are merged into a drone super timeline. By using the tool, the investigator will be able to easily analyze the drone accident. B. Drone Forensics Drone forensics is a technique to get, collect, and analyze the data stored in drones to determine the cause of drone incidents. Research has been done to solve various problems arising and improve the performance. Al-Dahqm et al. proposed a forensic framework for drone. The method supports the majority of drone types on the market. The developed framework has three phases. In the preparatory phase, the investigator may analyze all components of the drone and conclude which components were used. Second is the data acquisition phase; the data from the",1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation
88,"drone types on the market. The developed framework has three phases. In the preparatory phase, the investigator may analyze all components of the drone and conclude which components were used. Second is the data acquisition phase; the data from the drone component will be downloaded and stored on the computer. The last phase is the data analysis phase. In this phase, the data is analyzed using different methods to extract and draw conclusions about the causes of drone engine failure . in this phase, Furthermore, Jain et al. proposed a framework for sensor data identification and verification. An analysis of a drone’s architecture and a forensic model with generic features are proposed here in order to enhance the digital investigation",1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,1,0,Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,1,0,Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation
89,"organizations improve the reliability, security, and operational efficiency in managing their information technology. , Prema et al use process mining techniques to examine a regional hospital's billing procedure. This study emphasizes how crucial it is to increase the billing process' effectiveness in order to give patients higher-quality care. In this study, data from the finance module of the hospital's ERP system was explored to determine bottleneck activities in the invoice procedure. Using anonymised event logs, this study aims to find causality in the hospital's billing process and identify potential bottleneck activities. Audit with surveys is an effective method for gathering essential information to evaluate a process or system . Using carefully crafted questionnaires, auditors directly collect data from individuals or",1,0,Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework,1,0,Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework,1,0,Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework
90,"baked goods’ quality can be determined by the gas or vapor content. Gas chromatography is the standard instrument for quantitatively and qualitatively analyzing volatile organic compounds (VOCs). This method separates compounds in a mixture by injecting a gas sample into the mobile phase, usually called the carrier gas, and passing the gas through the stationary phase , , . Volatile compounds identified in aldehydes, alcohols, acids, alkanes, and ketones are the main components that contribute VOLUME 12, 2024 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see 97235 TABLE 1. The ingredients of the cookie. to the cookie flavor . Chemical compounds grouped as hydrocarbons are also released while making and",1,0,Utilization of GC-MS in Determination of Electronic Nose Sensor Array for Classification of Gambung Green Tea Quality,0,1,,1,0,Utilization of GC-MS in Determination of Electronic Nose Sensor Array for Classification of Gambung Green Tea Quality
91,"measured the ratio of correct recognition results to the entire dataset. Accuracy = TP + TN TP + FN + TN + FP (11) 2) Precision (12) estimated how many of the positive pre- dictions were correct. Precision = TP TP + FP (12) 3) Recall can also be called Sensitivity (13) calculated how many positive cases the classifier correctly pre- dicted over all the positive instances in the data. Recall = TP TP + FN (13) 4) F1-measure (14) assessed the predictive skill of a model by elaborating on its class-wise performance. F1 − measure = 2 × Precision × Recall Precision + Recall (14) 97240 VOLUME 12, 2024 M. Rivai, D. Aulia: Use of Electronic Nose to Identify",1,0,Detection of Infectious Respiratory Disease Through Sweat From Axillary Using an E-Nose With Stacked Deep Neural Network,0,1,,0,1,
92,"presented a novel multi-head attention mechanism that uses various atten- tion functions to capture diverse contextual elements. The multi-head attention approach allows attention to be simul- taneously allocated to information from different subspaces and representational positions. In contrast to soft attention, which focuses attention softly on the entire input to produce a context representation with weights determined based on the relevance of each part of the input, soft attention relies on only one attention mechanism. Kumar et al. developed the multi-head attention- based BiLSTM (MHA-BiLSTM) model. The results are quite promising compared to the use of single-head attention. How- ever, using the BiLSTM model is computationally expensive, especially when dealing with large datasets . BiLSTM is also prone to overfitting,",1,0,Recognizing Textual Entailment in Indonesian Using Individual Biplet Head-Dependent and Multi-Head Attention Mechanism,1,0,Recognizing Textual Entailment in Indonesian Using Individual Biplet Head-Dependent and Multi-Head Attention Mechanism,1,0,Recognizing Textual Entailment in Indonesian Using Individual Biplet Head-Dependent and Multi-Head Attention Mechanism
93,"rate (FPR) across various clas- sification thresholds. The horizontal axis of an ROC graph represents the FPR, which indicates the proportion of neg- ative instances misclassified as positive. In contrast, the vertical axis represents the TPR, which measures the model’s effectiveness in correctly classifying positive instances. The ROC curves demonstrated that the MHA-CovBi model dis- played exceptional efficacy, achieving an area under the curve (AUC) value of 0.96 for the DS1 dataset and 0.94 for the DS2 dataset, which are both significantly high values that are close to the perfect value of 1.0 and well above the value of 0.5 which indicates random performance. These values indicate that the MHA-CovBi model shows a high discriminatory ability in differentiating between positive",1,0,Detection of Infectious Respiratory Disease Through Sweat From Axillary Using an E-Nose With Stacked Deep Neural Network,0,1,,0,1,
94,"pre-cancers , gastric cancer lesions , and cervical squamous intraepithelial lesions . The choice between one-stage and two-stage object detec- tion models depends heavily on the specific demands of the task, particularly in medical imaging contexts such as colorectal cancer (CRC), squamous cell carcinoma (SCC), gastric lesions, and polypoid lesions. One-stage detectors, such as YOLO and SSD, excel in speed and computational efficiency, making them ideal for real-time applications. For instance, YOLOv5 demonstrated remarkable performance in CRC detection with nearly perfect metrics—precision (99.071%), recall (98.064%), and mAP (98.8%)—allowing clinicians to analyze colonoscopy videos efficiently during live procedures . SSD also performed well in CRC detection, achieving precision (90.42%) and recall (91.32%), though its mAP (87.5%) was slightly lower than YOLO-",0,1,,1,0,Leveraging Fine-Tuned YOLOv8 with Transfer Learning for Peritoneal Carcinomatosis Detection,0,1,Leveraging Fine-Tuned YOLOv8 with Transfer Learning for Peritoneal Carcinomatosis Detection
95,"represents a significant challenge in devel- oping deep learning-based lesion detection models. Various forms of bias, including category imbalance, biases stem- ming from dataset sources, inconsistencies in annotation 1) CATEGORY IMBALANCE IN DATASETS Category imbalance is a recurring issue that can affect a model’s ability to accurately detect minority classes. For instance, the SSPH_WL dataset in highlights an uneven distribution, where adenomas (1048) are significantly more prevalent compared to polyps (381) and cancers (280). This VOLUME 13, 2025 43547 N. Rochmawati et al.: Deep Learning-Based Lesion Detection in Endoscopy: A Systematic Literature Review study mitigated the imbalance by employing LSDA-Loss, which prioritizes minority categories using prior probabili- ties, demonstrating an effective strategy for addressing this challenge. Similarly, the KID dataset",0,1,,0,1,,0,1,
96,"a ratio of 70-15-15, this study aims to compare respectively. The splitting process was carefully conducted to ensure a balanced class distribution and to avoid any selective tendencies in each data subset. This balanced distribution helps prevent biases in the model's training process and ensures that it learns effectively from all classes of data. The object detection model was trained using the training data, tested using the testing data, and validated using the validation data. The size of the dataset and the split sizes for each dataset are presented in Table I. This research focuses on leveraging the latest YOLO (You Only Look Once) object detection model, specifically YOLOv8, renowned for its exceptional speed and accuracy. The choice of YOLOv8",1,0,Leveraging Fine-Tuned YOLOv8 with Transfer Learning for Peritoneal Carcinomatosis Detection,1,0,Leveraging Fine-Tuned YOLOv8 with Transfer Learning for Peritoneal Carcinomatosis Detection,1,0,Multi-Vehicle Tracking and Counting Framework in Average Daily Traffic Survey Using RT-DETR and ByteTrack
97,". This integration can also enable real-time monitoring and detection of potential risks, allowing organizations to proactively address issues and ensure regulation adherence. III. METHODOLOGY III. METHODOLOGY This research uses quantitative methods to investigate the integration of AI in IT governance. It uses COBIT 2019 guidelines as an initial analysis, then extends to further analyze common factors causing delays in software development projects. The analysis identifies variables that cause problems in software development projects and then extends them with machine learning algorithms using feature engineering. This method helps understand the factors influencing project outcomes for better decision-making in IT service delivery. The proposed methodology will utilize machine learning techniques to optimize project completion time. By utilizing machine learning algorithms, the",1,0,Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,1,0,Information technology governance audit using cobit framework 2019 (case study: Mandiri university),1,0,Information technology governance audit using cobit framework 2019 (case study: Mandiri university)
98,"weekly. In addition, use the AcMAPE score as a loss function to create a stock price forecasting model. VI. CONCLUSION AND FUTURE WORKS VI. CONCLUSION AND FUTURE WORKS In this paper, we presented quantifying multi-aspect news sentiment with considered time sequence data and then forecasting stock prices next days using sentiment and technical indicators. In feature extraction, a daily confidence score from the classification model is used to quantify sentiment. The active learning model produced a monthly classification model to represent model knowledge. The Transformer Encoder Gated Recurrent Unit (TEGRU) out- performed another Transformer architecture for stock price forecasting on eight stock issuers. The TEGRU model consists of the transformer encoder to learn time series pattern data with multi-head attention",1,0,Transformer-gated recurrent unit method for predicting stock price based on news sentiments and technical indicators,1,0,Permuted Temporal Kolmogorov-Arnold Networks for Stock Price Forecasting Using Generative Aspect-Based Sentiment Analysis,1,0,Transformer-gated recurrent unit method for predicting stock price based on news sentiments and technical indicators
99,"of the dataset, the experimental scenarios, the pro- posed methodology, and the evaluation. Section IV describes the results of experimental research compared to previous studies on both intra-subject and inter-subject validation. Part 5 is the conclusion. II. RELATED WORK II. RELATED WORK Research related to emotion recognition using the DEAP open-source repositories attempts to improve performance accuracy. Intra-subject research has been carried out in many previous studies and obtained accuracy rates above 90%, even up to 99%. According to the existing research, intra- subject accuracy measures are superior to inter-subject accu- racy measures. In inter-subject research, the work is still very rare, resulting in poor performance, using a large number of channels, and often using a very deep architecture for",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
100,". The 2D frame sequence research that has used training with various subjects is Chao’s research, which pro- duces 68.28% and 66.73% valence and arousal accuracy performances, respectively. Some inter-subject studies based on 2D images have lower performance measures. Pandey and Seeja researched 2D images of scalograms using 32 channels and frontal channels in the valence and arousal classes . The accuracy perfor- mance obtained for valence and arousal is 59% and 58%, respectively, while with the frontal channel, the accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
101,"accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The performance obtained is 72.81%. Furthermore, the highest performance for inter-subjects research currently available is obtained by using a spec- trogram with the DenseNet-121 and DCERNET architec- tures, which only provide performance details on the valence class . The performance of the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the valida- tion of inter-subject emotions using the 2D frame sequences resulted",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
