citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
122,"DroneSBERT embedding on the model’s performance, interpretability, and learned representations. Overall, the multitask label can improve the detection performance, where the best-performing models on both datasets are achieved by the proposed Multitas-111 label. Using all zeroes to represent the Normal class helps the model distinguish the normal and abnormal samples, improves the model’s performance (see Table 9), reduces the false positive (see Fig. 14), and learns better representation (see Fig. 15). As shown in Table 9, excluding the [CLS] token’s vector and freezing BERT’s parameter during training deteriorate the model’s performance. Therefore, including [CLS] token’s feature and tuning BERT’s parameter have a positive impact on the model’s performance. Based on these findings, embedding plays a significant role in performing the",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,"we investigate the significance of the CLS token from the BERT embedding. Secondly, we analyse the impact of freezing the BERT’s parameter during training.","[""definition in a multiclass confusion matrix.\n64263\nS.\nFIGURE 15. A 2D visualisation of the filtered dataset representation obtained\nt-SNE [17] is used to reduce the dimension of the embeddings.\nIn an anomaly detection setting, FP is more important\nthan FN since detecting anomalous events as normal is a\ncritical error. Having a high number of FPs can endanger\nthe system with a serious impact, especially for FP(3) cases,\nwhich means the true label is High and the predicted label is"", ""that only the best-performing scenario on each dataset is\nexplored. First, we investigate the significance of the CLS\ntoken from the BERT embedding. Secondly, we analyse the\nimpact of freezing the BERT’s parameter during training.\nThirdly, we vary the batch size during the training. Finally,\n64262\nS. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection\nFIGURE 11. Analysis of the effect of different batch sizes on the\nevaluation scores of the best-performing models."", ""the other two scenarios, even though it has a smaller number\nof FP(1), FN(1), and FN(2).\nOther than analysing the misclassified samples, we also\nanalyse the learned representation of the dataset by each of\nthe best-performing models. The filtered dataset is used to\ninvestigate the learned representation plotted into 2D graphs,\nas shown in Fig 3. From the visualisation, it can be seen that\nthe samples that belong to High class are still close to the\nNormal class in Fig 15a and Fig 15b. In Fig 15c, the High""]",True,The significance of the [CLS] token from the BERT embedding and the impact of freezing BERT's parameters during training are crucial for improving model performance (Silalahi et al.).,"The retrieved reference directly discusses the importance of the [CLS] token and the effects of freezing BERT's parameters, which aligns with the claims made in the source paragraph regarding model performance and learned representations.",False
123,"on critical findings. The proposed embedding, DroneSBERT, improved the trustworthiness of the model, as evidenced by the word’s importance report. Despite the promising results, the model’s generality remains untested as the training dataset contains only log messages acquired from 82 drone models, mostly from DJI. This is one of the main challenges in drone forensics research, where human-readable flight log datasets from other drone models are unavailable. In the future, we plan to explore the flight logs of other drone models to train more general anomaly detection models. As for the method, multi- objective learning that employs multiple loss functions to train an anomaly detection model will be explored. DATA AVAILABILITY The dataset used in the experiment is available upon",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,the log messages used in this study are mainly acquired from DJI-made devices. There is yet to come a publicly available dataset of log messages from other drone manufacturers.,"[""challenges encountered during the study are disclosed, along\nwith limitations and threats to validity. As drone forensics\nis an emerging topic, there are very limited public datasets\navailable. The log messages used in this study are mainly\nacquired from DJI-made devices. There is yet to come\na publicly available dataset of log messages from other\ndrone manufacturers. Several publicly available datasets are\n64264\nSilalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection"", ""detectiononsyslogusingsentenceembeddingandmetadata,’’IEEETrans.\nInf. Forensics Security, vol. 17, pp. 3051–3061, 2022.\nVOLUME 12, 2024\n[20] L. K. Shar, W. Minn, N. B. D. Ta, J. Fan, L. Jiang, and D. L. W. Kiat,\n‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[21] C. Zhang, X. Wang, H. Zhang, J. Zhang, H. Zhang, C. Liu, and"", ""64266\nS. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection\nHUDAN STUDIAWAN (Member, IEEE) received\nthe bachelor’s and master’s degrees from the Insti-\ntut Teknologi Sepuluh Nopember, Indonesia, in\n2009 and 2011, respectively, and the Ph.D. degree\nfromMurdochUniversity,Australia,in2021.Heis\ncurrently a Lecturer with the Institut Teknologi\nSepuluh Nopember. His current research interests\ninclude digital forensics and natural language\nprocessing.\n1,""]",True,"The log messages used in this study are primarily sourced from DJI-made devices, highlighting the lack of publicly available datasets from other drone manufacturers (Silalahi et al.).","The retrieved reference discusses the limitations of available datasets in drone forensics, specifically noting that the log messages are mainly from DJI devices, which directly supports the claim in the source paragraph about the challenges in generalizing the model due to the limited dataset.",False
124,"biomedical engineering, macro-scale radars on radio- astronomy, and so on , . However, in PA radars the number of detected targets is limited by the angular and range resolution. More recently, the multi-input multi-output (MIMO) radar has become an interesting research sub- ject –. Unlike the PA radar, the MIMO radar utilizes many antennas that transmit orthogonal signals to obtain the signal reﬂected from the target at the receiver, a scheme known as waveform diversity . Consequently, MIMO radars have been successfully applied for radar imaging, 11248 This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see VOLUME 8, 2020 S. Tahcfulloh, G. Hendrantoro: FPMIMO: General MIMO Structure With Overlapping Subarrays for Various Radar Applications",MIMO-SAR: Opportunities and pitfalls,"MIMO-SAR: Opportunities and pitfalls,’’ IEEE Trans. Geosci. Remote Sens., vol. 52, no. 5, pp. 2628–2645, May 2014, doi: 10.1109/TGRS.2013.2263934.","[""radar,’’ IEEE Trans. Signal Process., vol. 68, pp. 3929–3944, 2020, doi:\n10.1109/TSP.2020.3004739.\n[11] G. Krieger, ‘‘MIMO-SAR: Opportunities and pitfalls,’’ IEEE Trans.\nGeosci. Remote Sens., vol. 52, no. 5, pp. 2628–2645, May 2014, doi:\n10.1109/TGRS.2013.2263934.\n[12] D.-S. Jang and H.-L. Choi, ‘‘Interleaved radar pulse scheduling for multi-\ntarget tracking with multiple simultaneous receive beams,’’ IEEE Trans.\nAerosp. Electron. Syst., vol. 55, no. 3, pp. 1301–1318, Jun. 2019, doi:"", ""Nopember (ITS), Indonesia, the M.Sc. degree\nfrom Hochschule Darmstadt, Germany, in 2008,\nand the Ph.D. degree from ITS, in 2022. In 2004,\nshe joined as a Research and Development Engi-\nneer of Panasonic Shikoku Electronics Industries,\nIndonesia. Since December 2008, she joined as a\nFaculty Member with ITS. She is currently an Assistant Professor with the\nMicrowave, Antenna and Propagation Laboratory, ITS. Her current research\ninterests include MIMO radar, array antennas, and radar signal processing."", ""radar,’’ IEEE Sensors J., vol. 20, no. 3, pp. 1485–1498, Feb. 2020, doi:\n10.1109/JSEN.2019.2946643.\n[34] K. V. Caekenberghe, K. Brakora, and K. Sarabandi, ‘‘OFDM frequency\nscanning radar,’’ Google Patent US7994969 B2, Sep. 21, 2007.\n[35] A. Hassanien and S. A. Vorobyov, ‘‘Phased-MIMO radar: A tradeoff\nbetween phased-array and MIMO radars,’’ IEEE Trans. Signal Process.,\nvol. 58, no. 6, pp. 3137–3151, Jun. 2010, doi: 10.1109/TSP.2010.2043976.""]",True,"Krieger (2014) discusses the advantages and challenges of MIMO radar systems, highlighting their application in radar imaging.","The reference directly addresses MIMO radar, which is the main focus of the source paragraph, specifically discussing its applications and implications in radar imaging.",False
125,"form of array radar systems combining the PA and MIMO concepts has been presented by the authors in by the name of Full Phased MIMO (FPMIMO). The FPMIMO radar also serves as a general architecture for multi- antenna radars that employ overlapped subarrays, which also encompass the class of PMIMO radars . Generally in the FPMIMO system employing K transmit antennas arranged into M overlapped subarrays and L receive antennas with N subarrays, the Tx and Rx may cover either the whole C| K and C| L complex space, respectively, or only some subspace of them, i.e., C| M and C| N , respectively. The subarrays in Rx array are also useful to increase the coherent gain even further relative",,,[],False,,Tidak ada chunk yang di-retrieve.,False
126,"works. The third section defines and explains the concepts that underpin our research. The fourth section describes the fundamentals of the proposed method. The fifth section provides the experimental results and analyses the findings. The last Section gives a conclusion and overview of future works. II. RELATED WORK II. RELATED WORK This section discusses research related to the work carried out including the process discovery method, its quality dimen- sions, and graph-based process mining. A. PROCESS DISCOVERY METHODS A. PROCESS DISCOVERY METHODS A data-driven automated method called Process Discovery can locate, map, and record the activities of current business processes. The received data is then automatically analyzed so that it can be automatically recommended in the process modeling or workflow",Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework,"Process mining has demonstrated its worth as an effective technique for analyzing event logs, allowing for the tracking of workflow progress and delivering important insights.","[""driven.\nProcess mining has demonstrated its worth as an effective\ntechnique for analyzing event logs, allowing for the tracking\nof workflow progress and delivering important insights [6]. A\nmajor benefit of this method is its ability to use existing\ndatabase logs, which can decrease the time and cost needed\nfor data collection. Furthermore, using recorded data can\nreduce the likelihood of information distortion. Given its\ncapability to analyze log data across different systems, process"", ""figures in this paper are made publicly available on GitHub\n(https://github.com/swardiantara/DroLoVe) to promote trans-\nparent, reproducible, and verifiable research.\nREFERENCES\n[1] W. Van Der Aalst, A. Adriansyah, A. K. A. De Medeiros, F. Arcieri,\nT.Baier,T.Blickle,J.C.Bose,P.vandenBrand,R.Brandtjen,andJ.Buijs,\n‘‘Process mining manifesto,’’ in Proc. Bus. Process Manage. Workshops,\nin Lecture Notes in Bus. Information Processing, 2011, pp. 169–194."", ""This means that the model produced by Heuristic Miner is the\nmost accurate in representing the actual business process\ncompared to the models produced by the other algorithms.\nApart from identifying traces and developing a process\nmodel, this research also analyzing the duration of case\ncompletion. In analyzing the case duration, this study utilizes\nthe overview feature within the DISCO application. Based on\nthe data shown in the DISCO application, on average, 1""]",True,"Process mining is an effective technique for analyzing event logs, enabling the tracking of workflow progress and providing significant insights (Referensi 1).","The retrieved reference discusses process mining as a method for analyzing event logs, which directly supports the source paragraph's mention of process discovery methods and their application in mapping and recording business processes.",False
127,"more reliable in detecting and handling ICR patterns. B. GRAPH-BASED PROCESS DISCOVERY PLUS B. GRAPH-BASED PROCESS DISCOVERY PLUS PLUS (GPD++) GPD++ consists of the main algorithm for detecting split and join blocks presented in Algorithm 1 and the algorithm for finding the block hierarchy and its types (XOR or AND) in Algorithm 2 and Algorithm 3. GPD++ utilizes the detected block structure to identify ICR in blocks parallel (long). As an illustration of how Algorithm 1 works in finding split-join blocks, an example of a DFG model with one split node (|T| = 1) and one join node is given in figure 4. The input for Algorithm 1 is the DFG model with split-node and join-node information. The results of",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company Strategy,the research compared GPD++ to traditional methods like Inductive Miner (IM) and Split Miner (SM). Results showed that GPD++ effectively addressed ICRs and detected hierarchical blocks.,"[""life data and public datasets, the research compared GPD++ to\ntraditional methods like Inductive Miner (IM) and Split Miner\n(SM). Results showed that GPD++ effectively addressed ICRs\nand detected hierarchical blocks.\nThe paper [15] introduces the Invisible-Task Prime and\nNon-Prime ITPNP algorithm for mining invisible tasks in\nprocess models, focusing on XOR and AND/OR relationships.\nIt detects invisible non-prime tasks in hybrid parallel rela-\ntionships. Tested on seven models, it outperformed traditional""]",True,The research demonstrated that GPD++ effectively addressed ICRs and detected hierarchical blocks when compared to traditional methods such as Inductive Miner and Split Miner.,"The retrieved reference directly discusses the effectiveness of GPD++ in addressing ICRs and detecting hierarchical blocks, which aligns with the claims made in the source paragraph.",False
128,"Two nodes with Event label and a relationship with DFG type. D. GRAPH DATABASE D. GRAPH DATABASE Graph database models are defined as the data structure in which schema and instances are modeled as graphs and graph-oriented operations are performed on graphs. It has recently received a great deal of attention in both research and industry due to its capacity to manage vast quantities of data and networks. This paper employs Neo4j GDBMS and the graph query language Cypher to implement the graph. Figure 3 illustrates a straightforward graph model. For the cypher syntax (x:Event p_id: 102)-[r:DFG instance, {Flow:’NEXT’}]->(y) declares the variable x for nodes with the label:Event and the variable r for relations with the label:DFG. Additionally, the p_id",Graph-Based Token Replay for Online Conformance Checking,The implementation of the graph in this study uses Neo4j GDBMS and the graph query language Cipher.,"[""366\ndatabases emphasize the relationship between data points.\n367\nThe implementation of the graph in this study uses Neo4j\n368\nGDBMS and the graph query language Cipher [9].\n369\nThe main elements of a graph are nodes and relationships.\n370\nA node in Cipher is symbolized by brackets ‘‘()’’. The node\n371\nthat gets the additional label name ‘‘(: Label)’’, will limit\n372\nthe selection of the node designation in question based on\n373\nthat label. In addition, a variable can also be used on the\n374"", ""information technology [12].\nII. LITERATURE STUDY\nA. Neo4j as Graph Database\nNeo4j is a popular graph database widely used for managing\nand querying complex relational data. One of the commonly\nused command languages for Neo4j is Cypher Query Lan-\nguage (CQL). Cypher provides an intuitive and expressive syn-\ntax for interacting with graph data, allowing users to perform\nvarious operations such as searching, adding, updating, and\ndeleting data within the Neo4j graph database."", ""ates a new node in the graph with the properties ’name’\nand ’age’.\n• MATCH(n name: ’John’) DELETE n: This command\ndeletes a node with the name ’John’ from the graph.\n• MATCH (a)-[r]->(b) RETURN a, r, b: This command\nsearches for all edges in the database and returns the\nconnected nodes along with the relationships between\nthem.\nThese commands can be used to build and manage complex\ngraph structures in the Neo4j database, as well as to query and\nanalyze data related to those structures [14].""]",True,The implementation of the graph in this study uses Neo4j GDBMS and the graph query language Cypher.,"This reference directly supports the source paragraph's mention of using Neo4j GDBMS and Cypher for graph implementation, making it highly relevant.",False
129,"added in our recent publi- cation also yet tailored for spectrogram images. Instead of relying on resource-intensive transfer learning models, our approach optimizes model efficiency, making it more com- putationally friendly or resource-constrained applications. This contribution aims to streamline the implementation of emotion recognition systems without compromising perfor- mance. The proposed research is based on a simplified deep learn- ing architecture and channel selection approach that leads towards closer and resource-constrained real-time implemen- tation. In addition, research for cross-subject validation is more likely to be implemented widely than dependent subject validation. Cross-subject validation has a better generaliza- tion model than dependent-subject validation. This makes this research applicable across a wide range of industries where emotion recognition enables the development of",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,"The study, therefore, involves both the intra-subject and inter-subject implementations and performance comparisons for the emotion recognition problem.","[""data to be classified, namely spectrogram data. The accuracy\nand loss plot results in Table 5 are shown in Figures 6, 7, 8,\nand 9. From the plot of the image, we can infer that there is\nno overfitting.\nC. EXPERIMENT 2: EMOTION RECOGNITION FOR\nINTER-SUBJECT\nThe second part is inter-subject validation. The inter-subject\nclassification was performed using the proposed architecture.\nIn this study, inter-subject validation will be divided into two\nparts, which use 32 channels and use 10 channels resulting"", ""on data from a set of subjects and tested on an unseen\ndataset [18] [23], [24], [25]. Accurate recognition of emotions\nfor inter-subject is a research challenge, and there is a need\nto devise such models that render better performance mea-\nsures. This contributes to broader EEG-based emotion recog-\nnition implementations. The study, therefore, involves both\nthe intra-subject and inter-subject implementations and per-\nformance comparisons for the emotion recognition problem."", ""The motivations and contribution of the study are as\nfollows:\n1) The inter-subject performance is generally lower com-\npared to the intra-subject performance. This needs to\nbe improved.\nVOLUME 11, 2023\nEmotion Recognition\n2) Most of the previous studies looking for better emotion\nrecognition performance on the DEAP dataset used\n32 channels, thus a channel selection architecture shall\nbe developed.\n3) In reducing computation, the number of EEG chan-\nnels needs to be reduced. Therefore, it is necessary to""]",True,"The proposed research involves both intra-subject and inter-subject implementations and performance comparisons for emotion recognition, highlighting the need for better models in this area.","The retrieved reference directly supports the source paragraph's claim about the importance of cross-subject validation and the implementation of emotion recognition systems, making it relevant.",False
130,"valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features (using 2, 3, 4, 5, 6, 7, and 8 channels) and search for the minimal errors using Adaboost, LR, Linear SVC, Polynomial SVC, and RF, with average performance results between 50 and 60%. Using locally robust feature selection (LRFS), Yin et al. execute channel selection for cross-subject classification with an estimated accuracy of 60% for valence and arousal classes . Arjun et al. employed the attention channel when combined with the LSTM and autoen- coder for cross-subject classification and obtained",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,"Arjun et al. used the attention channel for inter-subject classification, collaborating LSTM and autoencoder, and achieved accuracy rates of 65.9% and 69.5% for valence and arousal classes.","[""for inter-subject classification by developing locally-robust\nfeature selection (LRFS) with approximately 60% accuracy\nperformance for valence and arousal classes [37]. Arjun et al.\nused the attention channel for inter-subject classification,\ncollaborating LSTM and autoencoder, and achieved accuracy\nrates of 65.9% and 69.5% for valence and arousal classes,\nVOLUME 11, 2023\nL. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for"", ""and other for arousal classes). The study resulted in validation\naccuracy for valence and arousal of 99.99% and 99.98%,\nrespectively [14].\nSeveral intra-subject studies based on 2D frame sequences\nusing 32 EEG channels are available. Yang et al. use the\nCNN-LSTM model, with 8 subjects having an average accu-\nracy of 90.6% and 91.03% on valence and arousal, respec-\ntively [29]. Another model makes use of 32 subjects using\na single subject for training through a regional-asymmetric"", ""architecture for the 10 channels, changes the performance\nresults compared to the previous intra-subject classification.\nAfter that, an inter-subject classification was carried out for\nthe use of 32 channels (Exp. 1). In the inter-subject evaluation\nVOLUME 11, 2023\nL. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for\nusing 32 or 10 channels, the average training accuracy perfor-\nmance for the valence and arousal classes is around 99%. The""]",True,Arjun et al. achieved accuracy rates of 65.9% and 69.5% for valence and arousal classes using an attention channel combined with LSTM and autoencoder for inter-subject classification.,"The retrieved reference directly supports the claim in the source paragraph regarding the use of attention channels and the achieved accuracy rates for valence and arousal classes, making it relevant.",False
131,"on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy in the valence class and 85% accuracy in the arousal class. Pandey and Seeja conducted research using CNN architecture, achieving 59% and 59% accuracy for valence and arousal, respectively . Using Inception Resnet-V2, Cimtay and Ekmekcioglu achieved a valence of 72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1.",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,"In the inter-subject evaluation using 32 or 10 channels, the average training accuracy performance for the valence and arousal classes is around 99%.","[""They perform inter-subject validation with a combination\nof several channels that produce a valence accuracy per-\nformance of around 50–60%. Reference [36] is one of the\nmost recent studies in 2023, proposing a channel selection\nmethod with graph-based for intra-subject classification with\naccuracy around 90% and 70% for inter-subject. In addi-\ntion, channel selection still uses the old method, which is\nbased on the brain area. Yin et al. conduct channel selection"", ""architecture for the 10 channels, changes the performance\nresults compared to the previous intra-subject classification.\nAfter that, an inter-subject classification was carried out for\nthe use of 32 channels (Exp. 1). In the inter-subject evaluation\nVOLUME 11, 2023\nL. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for\nusing 32 or 10 channels, the average training accuracy perfor-\nmance for the valence and arousal classes is around 99%. The"", ""for inter-subject classification by developing locally-robust\nfeature selection (LRFS) with approximately 60% accuracy\nperformance for valence and arousal classes [37]. Arjun et al.\nused the attention channel for inter-subject classification,\ncollaborating LSTM and autoencoder, and achieved accuracy\nrates of 65.9% and 69.5% for valence and arousal classes,\nVOLUME 11, 2023\nL. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for""]",True,"In the inter-subject evaluation using 32 channels, the average training accuracy performance for the valence and arousal classes is around 99% (L. Farokhah et al., 2023).","This reference directly supports the claim about channel selection and accuracy in emotion recognition, specifically mentioning the use of 32 channels and providing a relevant accuracy performance statistic.",False
132,"72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1. Summary of the channel selection approaches. meta-learner with a class performance of 69.92% for valence and 68.89% for arousal . Pusarla et al. conducted three experiments simultaneously on cross-subject valida- tion . First, using a spectrogram in conjunction with the DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,"the performance of the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the validation of inter-subject emotions using the 2D frame sequences resulted in 68% and 63% accuracy on valence and arousal, respectively","[""for inter-subject classification by developing locally-robust\nfeature selection (LRFS) with approximately 60% accuracy\nperformance for valence and arousal classes [37]. Arjun et al.\nused the attention channel for inter-subject classification,\ncollaborating LSTM and autoencoder, and achieved accuracy\nrates of 65.9% and 69.5% for valence and arousal classes,\nVOLUME 11, 2023\nL. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for"", ""class [4]. The performance of the valence class using\nDensenet-121 is 85.57%, while the performance of the\nvalence class using DCERNET and softmax is 88.57%, and\nDCERNET and SVM is 88.10%. In addition, the valida-\ntion of inter-subject emotions using the 2D frame sequences\nresulted in 68% and 63% accuracy on valence and arousal,\nrespectively [30]. Non-2D research, such as the use of 3D\n46332\nal.: Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition"", ""architecture for the 10 channels, changes the performance\nresults compared to the previous intra-subject classification.\nAfter that, an inter-subject classification was carried out for\nthe use of 32 channels (Exp. 1). In the inter-subject evaluation\nVOLUME 11, 2023\nL. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for\nusing 32 or 10 channels, the average training accuracy perfor-\nmance for the valence and arousal classes is around 99%. The""]",True,"The performance of the valence class using DenseNet-121 is 85.57%, while the performance using DCERNET and Softmax is 88.57%, and DCERNET and SVM is 88.10%, with inter-subject emotion validation yielding 68% and 63% accuracy for valence and arousal, respectively (L. Farokhah et al., 2023).","This reference directly supports the claims made in the source paragraph regarding the performance metrics achieved using DenseNet-121 and DCERNET architectures, as well as the accuracy rates for valence and arousal.",False
133,"DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence class performance. Farokhah et al. integrated the development of a simplified CNN architecture, the best single collaboration for channel selection, and a spectro- gram with the greatest accuracy in the valence and arousal classes, achieving 98.3% and 96.7% accuracy with 32 chan- nels, respectively. Tang et al. used the spatial-temporal information learning network (STILN) technique, achieving valence and arousal accuracy rates of 67.52 and 68.31 per- cent, respectively. The presentation of the entire study utilizes 32 channels. Using 10 front",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,"The performance of the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%.","[""class [4]. The performance of the valence class using\nDensenet-121 is 85.57%, while the performance of the\nvalence class using DCERNET and softmax is 88.57%, and\nDCERNET and SVM is 88.10%. In addition, the valida-\ntion of inter-subject emotions using the 2D frame sequences\nresulted in 68% and 63% accuracy on valence and arousal,\nrespectively [30]. Non-2D research, such as the use of 3D\n46332\nal.: Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition"", ""and other for arousal classes). The study resulted in validation\naccuracy for valence and arousal of 99.99% and 99.98%,\nrespectively [14].\nSeveral intra-subject studies based on 2D frame sequences\nusing 32 EEG channels are available. Yang et al. use the\nCNN-LSTM model, with 8 subjects having an average accu-\nracy of 90.6% and 91.03% on valence and arousal, respec-\ntively [29]. Another model makes use of 32 subjects using\na single subject for training through a regional-asymmetric"", ""ing from 32 EEG channels are available. Lin et al. focus\non converting 1D EEG into a frequency band image and\nusing AlexNet architecture, yielding valence and arousal\n46331\nL. Farokhah et\nclass accuracy results of 85.50% and 87.30% [26]. Kwon\net al. conducted a multimodal study using EEG and gal-\nvanic skin response (GSR) by transforming 1D EEG into\na spectrogram using CNN architecture, resulting in valence\nand arousal class accuracy of 78.12% and 81.25%, respec-""]",True,"The performance of the valence class using DenseNet-121 is reported as 85.57%, while the combination of DCERNET and Softmax achieves 88.57%, and DCERNET with SVM reaches 88.10% (Farokhah et al.).","This reference directly supports the claims made in the source paragraph regarding the performance metrics of DenseNet-121 and the DCERNET architectures, making it highly relevant.",False
134,"Subsequently, employing a simplified deep learning architecture, we conduct a precise classification task, cate- gorizing emotional states into valence and arousal groups. For dependent subject and cross-subject performance analy- sis, the model employs two additional validation techniques, namely random split, and leave-one-out subject. The archi- tecture proposed in this research was validated using the publicly available DEAP dataset. The dependent subject and cross-subject validation portions of the emotional validation VOLUME 11, 2023 110139 TABLE 2. Recent articles on deep learning for EEG classification. L. Farokhah et al.: Cross-Subject Channel Selection TABLE 3. DEAP dataset attributes. FIGURE 1. Proposed research framework. experiment using EEG are separated into two segments. The general proposed research framework order is depicted in Fig. 1. A.",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,"The architecture proposed in this study was validated on the DEAP, public dataset. The results of the emotional validation experiment using EEG are divided into two parts, namely intra-subject and inter-subject validation.","[""The motivations and contribution of the study are as\nfollows:\n1) The inter-subject performance is generally lower com-\npared to the intra-subject performance. This needs to\nbe improved.\nVOLUME 11, 2023\nEmotion Recognition\n2) Most of the previous studies looking for better emotion\nrecognition performance on the DEAP dataset used\n32 channels, thus a channel selection architecture shall\nbe developed.\n3) In reducing computation, the number of EEG chan-\nnels needs to be reduced. Therefore, it is necessary to"", ""methods and deep learning-based methods,’’ Frontiers Signal Process.,\nvol. 2, pp. 1–15, Jul. 2022, doi: 10.3389/frsip.2022.936790.\n[16] H. Cui, A. Liu, X. Zhang, X. Chen, K. Wang, and X. Chen, ‘‘EEG-\nbased emotion recognition using an end-to-end regional-asymmetric con-\nvolutional neural network,’’ Knowl.-Based Syst., vol. 205, Oct. 2020,\nArt. no. 106243, doi: 10.1016/j.knosys.2020.106243.\n[17] Y. Yin, X. Zheng, B. Hu, Y. Zhang, and X. Cui, ‘‘EEG emotion recog-"", ""tinuous re-trainings.\nIII. MATERIALS AND METHOD\nThe architecture proposed in this study was validated on\nthe DEAP, public dataset. The results of the emotional val-\nidation experiment using EEG are divided into two parts,\nnamely intra-subject and inter-subject validation. The pro-\nposed method involves the processing of the raw data with\nfewer preprocessing steps. The Python development environ-\nment has been used to downsample data to 128 Hz, remove""]",True,"The proposed architecture was validated on the DEAP dataset, with results indicating a division between intra-subject and inter-subject validation (Farokhah et al., 2023).","The retrieved reference directly mentions the validation of the proposed architecture on the DEAP dataset and discusses the intra-subject and inter-subject validation, which aligns with the claims made in the source paragraph.",False
