citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
115,"a log entry is an anomaly. As an example, the flight path taken by a drone during a flight is recorded in longitude and latitude coordinates. These data can be used to detect an anomaly by finding a peculiar value within the log records by contrasting the normal values to abnormal values using a certain threshold . Unique to the previous two approaches, collective anomaly establishes anomaly criteria based on a set of instances associated with each other, distinct from the overall data. Statistical anomaly detection is one of the common cases for this type of anomaly detection. Another case scenario in log-based anomaly detection is a sequence-based approach, where an abnormality is determined by analysing a group of events",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,"On the contrary, contextual and collective settings utilise a group of log events to detect the presence of abnormalities.","[""VOLUME 12, 2024\nS. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection\nTABLE 1. Summary of related works in log-based anomaly detection.\nto perform anomaly detection [9]. In a point setting, the\ndetection is performed against individual log records. The\nmodel depends solely on the features from a single log entry.\nOn the contrary, contextual and collective settings utilise a\ngroup of log events to detect the presence of abnormalities."", ""S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection\nthe integrity of the log is guaranteed, log data is one of the\nartefacts with the highest priority for investigating various\ntypes of incidents, such as collision, crash landing, cyber-\nattack, payload delivery issue, and weather-related incidents\n[2]. It is exemplified by the research effort that has been made\nby the community on log-based anomaly detection using\nvarious approaches, including machine learning- [3], [4],"", ""drone flight log data. The overall flow of the proposed\nframework is depicted in Fig 4. The following section\ndescribes the approach in more detail.\nA. OVERVIEW\nPerforming point log-based anomaly detection that takes\nhuman-readable log messages as input is similar to conduct-\ning sequence or text classification. As mentioned in Section I,\nthis task may be interpreted as a sentiment analysis task\nthat aims to detect negative sentiments within log messages.""]",True,"In contrast to point-based detection, collective anomaly detection utilizes a group of log events to identify abnormalities (Silalahi et al., 2024).","The retrieved reference discusses the distinction between point and collective anomaly detection, which directly supports the source paragraph's claim about collective anomaly detection being based on a set of instances associated with each other.",False
116,"severity level can provide better detection results for the investigator to pinpoint the event of interest. Interpretability makes training and testing more transparent, the model trustworthy, and human-friendly. 2) We propose DroneSBERT,1 a domain-specific embed- ding to extract semantic features that are well-aligned to the human perception of the log message samples. Supervised contrastive learning is employed to learn distinct representations for each anomaly severity level. 3) We explore two target label representations to augment a multitask learning paradigm for training multiclass classification models. Aligning to the dataset character- istics where the log messages from different anomaly severity levels share common words and phrases, multitask learning can help the model make use of the shared low-level features in the log",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,a severity-oriented multiclass anomaly detection approach on based anomaly detection optimised using multitask label representation to help the model learn from the overlapped features shared by the samples from different severity levels.,"[""based anomaly detection optimised using multitask label\nrepresentation to help the model learn from the overlapped\nfeatures shared by the samples from different severity levels.\nA domain-specific decoding procedure is also proposed to\ninfer the prediction result. In-depth analyses are performed\nto evaluate the proposed framework thoroughly. The main\ncontributions of this paper are summarised as follows:\n1) Propose Drone Log Severity (DroLoVe), a severity-\noriented multiclass anomaly detection approach on"", ""errors during take-off, flight range issues, and\nanomaly detection to check whether an event during\nevents and includes deciding if the following event\ncan have no relationship to other log events and be\npoint anomaly detection, where one log record is\ncategories can be overwhelming as the number of\nbe helpful to separate critical anomalies from the\na severity-oriented multiclass anomaly detection\ndataset characteristics, where the samples from\nemploys a multitask-based label vector representation"", ""time. Considering the nature of the dataset, where samples\nthat belong to different severity levels share common\nfeatures, a multitask vector label representation along with\nseverity-oriented decoding is proposed.\nAn extensive experiment proved that the proposed\napproach is better than the previous work baselines while\nbeing inferior to our baseline scenario based on the accuracy\nand F1 scores. From the anomaly detection perspective,\nthe proposed method achieves higher prediction confidence""]",True,The proposed severity-oriented multiclass anomaly detection approach optimizes learning from overlapping features shared by samples from different severity levels through multitask label representation (Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection).,"The retrieved reference directly discusses a severity-oriented multiclass anomaly detection approach that utilizes multitask label representation, which aligns with the claims made in the source paragraph regarding the model's ability to learn from shared features across different anomaly severity levels.",False
117,"detection on the test data, which is then analysed further. In this paper, M = (cid:2)m1, m2, . . . , m|M| (cid:3) is defined as the collection of log messages in the dataset. Given a log record m = [w1, w2, . . . , wn] containing n number of words as input, with m ∈ M, BERTbase is used to tokenize and obtain the input vector representation. In the implementation, computation is undertaken using matrix multiplication. Thus, a term maximum sequence length, m, is introduced to pack the input messages that vary in length into a matrix with a consistent size throughout all the samples in the dataset. Therefore, for each single input message, the input matrix becomes",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,"Taking an n-length log message m = [w , w , . . . , w ] = {(m , )}|D| from the dataset D c as the input, where c i i i=1 is the label class name, BERT is used to tokenise the input into a fixed length sequence with m maximum length and retrieve the contextual embeddings, resulting in an input matrix X ∈ Rm×dBERT which is then paired with the encoded label y.","[""of log parsing in log analysis and anomaly detection has been\ncritical to perform both online and offline detection [27].\nPerforming log parsing aims to extract the core features of\nlogs and reduce the noise. However, employing parsing can\nremove valuable information within the log messages [25].\nTo prevent parsing errors from being propagated to the next\ndetection phase, utilising a contextual embedding, such as\nBERT, to extract the semantic features of logs data without"", ""Taking an n-length log message m = [w , w , . . . , w ]\n1 2 n\n= {(m , )}|D|\nfrom the dataset D c as the input, where c\ni i i=1\nis the label class name, BERT is used to tokenise the input\ninto a fixed length sequence with m maximum length and\nretrieve the contextual embeddings, resulting in an input\nmatrix X ∈ Rm×dBERT which is then paired with the encoded\nlabel y. Thus, the numerical input becomes (X, y). This\nstudy aims to train a neural network model Mθ to classify"", ""Common problems encountered in log-based anomaly\ndetection include the unstructured nature of log messages,\neach system having its own log characteristics, being less\nhuman-readable, and containing many special or technical\nterms [22], [23]. To deal with these problems, a typical\nML/DL-based log-based anomaly detection comprises sev-\neral stages, i.e., log cleansing, log parsing, feature extraction,\nmodel training, model testing, and model evaluation. The role""]",True,"In the implementation of log message processing, BERT is utilized to tokenize input messages into a fixed-length sequence and retrieve contextual embeddings, forming an input matrix (X) paired with encoded labels (y) (Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection).","The retrieved reference directly discusses the use of BERT for tokenizing log messages and creating a fixed-length input matrix, which aligns closely with the methods described in the source paragraph.",False
118,"final unnormalized logits vector using the following equation: α = zW⊤ + b, ∈ R|C| (3) where W ∈ R|C|×768, and b ∈ R|C| are the typical trainable weight and bias parameters in a linear layer. Knowing that the number of classes is more than two, the task belongs to multiclass classification. Typically, the target label is represented in a one-hot encoded vector, as depicted in Fig. 8a. Therefore, the training objective is to minimise the cross-entropy loss, which is computed using the following equation: LCE(y, ˆy) = − |C| yi · log(ˆyi) i=1 ˆy = softmax(α) (4) (5) where y and ˆy are the truth and the predicted label probability distribution respectively. The normalized logits in Eq. 5 is",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,"During the training phase, these vectors are used to compute the loss and update the parameter of the model after passing through a normalisation function. For the typical one-hot encoding representation of the label, the standard cross-entropy is used to compute the loss, as defined in the following equation: |C| X LCE = − y · log(yˆ ) (1) i i i=1 yˆ = softmax(z) (2)","[""z ∈ R|C|, where |C| denotes the number of target class in\nthe dataset. During the training phase, these vectors are used\nto compute the loss and update the parameter of the model\nafter passing through a normalisation function. For the typical\none-hot encoding representation of the label, the standard\ncross-entropy is used to compute the loss, as defined in the\nfollowing equation:\n|C|\nX\nLCE = − y · log(yˆ ) (1)\ni i\ni=1\nyˆ = softmax(z) (2)\nexp(z )\nyˆ = i\n(3)\ni Pdim(z)\nexp(z )\nj j"", ""the loss function used during the training. Two baselines are\ndefined: one-hot encoding with cross-entropy loss and one-\nhot encoding with focal loss. The proposed scenario employs\nmultitask encoding with log loss. Using these three scenarios,\na significant number of models using the following encoders\nare trained:\n1) None refers to fine-tuning BERT [16] on the dataset.\nDifferent pooling mechanisms and class weighting\nstrategies are explored whilst using this baseline,\nresulting in 54 scenarios."", ""exclusive label only. Therefore, in case of misclassification,\nthe prediction is expected to fall one level under the true label.\nAligning to the nature of the label representation, the\nloss function used in the training is log loss for multiclass\nclassification, which can be computed using Eq 8, as written\nin the following:\n|C|\nX\nLLog = − α · [y log(yˆ ) + (1 − y ) log(1 − yˆ )] (8)\ni i i i i\ni=1\nwhere α is the same term as in Eq 4. With this loss function,\ni""]",True,"The standard cross-entropy loss is computed using the one-hot encoding representation of the label, as defined by LCE = −Σ yi · log(ˆyi), where ˆyi = softmax(z) (Referensi 1).","The retrieved reference directly discusses the computation of the cross-entropy loss using one-hot encoding, which aligns with the methods described in the source paragraph.",False
119,"we further analyse the effect of increasing the prediction threshold upon inferring the label. As the threshold value is closer to 1, a notable decrease can be seen in Fig. 13b, starting from 0.94. Conversely, the unfiltered dataset in Fig 13a shows a negligible decrease. C. ERROR ANALYSIS C. ERROR ANALYSIS This section discusses the confusion matrix, learned rep- resentation, and the interpretability of the best-performing model on the filtered dataset. The confusion matrix in this paper is redefined to align with the anomaly severity context, where the distance between true and predicted labels matters. If the predicted label is lower than the true label, we define it False Positive (FP). Conversely, if the true label is lower than the",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,"class is far from the Normal class but even further from the Medium class. Even though all scenarios result in a well-separated representation, none of the scenarios reflects the ordinal nature of the label.","[""class is far from the Normal class but even further from the\nMedium class. Even though all scenarios result in a well-\nseparated representation, none of the scenarios reflects the\nordinal nature of the label. One would expect the High class to\nbe far from the Low class, representing the distance between\nthe severity of the anomalies.\nVI. CHALLENGES, LIMITATIONS, AND THREATS TO\nVALIDITY\nIn the previous sections, the performance of the proposed\nframework has been discussed and analysed. In this section,"", ""errors during take-off, flight range issues, and\nanomaly detection to check whether an event during\nevents and includes deciding if the following event\ncan have no relationship to other log events and be\npoint anomaly detection, where one log record is\ncategories can be overwhelming as the number of\nbe helpful to separate critical anomalies from the\na severity-oriented multiclass anomaly detection\ndataset characteristics, where the samples from\nemploys a multitask-based label vector representation"", ""perform anomaly detection., which resulted in an increase\nin recall. Ensemble models have been shown to perform\nbetter than a single classifier, exemplified by [38], who\nproposed an isolation forest (IF)-based method to perform\nanomaly detection with various contamination ratios. Similar\nto the ensemble, training two detection models for detecting\nthe normal and anomalous events separately can reduce\nfalse positive cases [39]. A common challenge in using""]",True,"The analysis indicates that the distance between classes in the severity-oriented framework does not adequately reflect the ordinal nature of the labels, which is crucial for understanding the severity of anomalies (Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection).","This reference discusses the ordinal nature of the labels and the implications for anomaly severity, which directly relates to the source paragraph's focus on the confusion matrix and the interpretation of predicted labels in the context of severity.",False
120,"align with the anomaly severity context, where the distance between true and predicted labels matters. If the predicted label is lower than the true label, we define it False Positive (FP). Conversely, if the true label is lower than the predicted label, we define it False Negative (FN). In this context, having less FP is more important than having less FN, as the task objective is anomaly severity detection, where we aim to detect all abnormalities along with the severity level. Therefore, undetected abnormalities, or detecting higher severity as lower ones, indicate that the model fails to meet the task’s objectives. Fig 14 shows the comparison of the confusion matrix between experimented scenarios and a baseline from previous work .",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,training two detection models for detecting the normal and anomalous events separately can reduce false positive cases,"[""perform anomaly detection., which resulted in an increase\nin recall. Ensemble models have been shown to perform\nbetter than a single classifier, exemplified by [38], who\nproposed an isolation forest (IF)-based method to perform\nanomaly detection with various contamination ratios. Similar\nto the ensemble, training two detection models for detecting\nthe normal and anomalous events separately can reduce\nfalse positive cases [39]. A common challenge in using"", ""Received 27 March 2024, accepted 27 April 2024, date of publication\nDigital Object Identifier 10.1109/ACCESS.2024.3396926\nSeverity-Oriented Multiclass\nLogs Anomaly Detection\nSWARDIANTARA SILALAHI 1, (Graduate\nTOHARI AHMAD 1, (Member, IEEE), HUDAN\nEIRINI ANTHI 2, AND LOWRI WILLIAMS 2\n1Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya\n2School of Computer Science and Informatics, Cardiff University, CF24 4AG\nCorresponding author: Tohari Ahmad (tohari@if.its.ac.id)"", ""is under 85%, the model needs further improvement so that\nthe detection validity can be enhanced and that the detection\nresults of the model can be convincing and accountable\nenough to the investigator to be included in the investigation\nreport.\nVII. CONCLUSION AND FUTURE WORK\nIn this paper, we demonstrate how to train a log-based\nanomaly detection model that can prioritise the prediction\nof higher severity anomalies on drone flight logs while\nincreasing the prediction confidence score at the same""]",True,"Training separate detection models for normal and anomalous events can help reduce false positive cases in anomaly detection tasks (Silalahi et al., 2024).","The retrieved reference discusses the importance of reducing false positives in anomaly detection, which directly supports the claim in the source paragraph about the significance of minimizing false positives in the context of anomaly severity detection.",False
121,"model plays a significant role in performing the task is crucial to developing a high-performing model. To this end, in this paper, an ablation study is performed. First, we investigate the effect of employing multitask learning on the model’s performance. Secondly, we investigate the effect of using all zeroes for the Normal class label’s representation. Thirdly, the importance of the [CLS] token’s embedding vector and the BERT’s parameters are investigated. Lastly, we com- prehensively study the effect of the proposed DroneSBERT embedding on the model’s performance, interpretability, and learned representations. Overall, the multitask label can improve the detection performance, where the best-performing models on both datasets are achieved by the proposed Multitas-111 label. Using all zeroes to represent the Normal",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,based anomaly detection optimised using multitask label representation to help the model learn from the overlapped features shared by the samples from different severity levels.,"[""that only the best-performing scenario on each dataset is\nexplored. First, we investigate the significance of the CLS\ntoken from the BERT embedding. Secondly, we analyse the\nimpact of freezing the BERT’s parameter during training.\nThirdly, we vary the batch size during the training. Finally,\n64262\nS. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection\nFIGURE 11. Analysis of the effect of different batch sizes on the\nevaluation scores of the best-performing models."", ""based anomaly detection optimised using multitask label\nrepresentation to help the model learn from the overlapped\nfeatures shared by the samples from different severity levels.\nA domain-specific decoding procedure is also proposed to\ninfer the prediction result. In-depth analyses are performed\nto evaluate the proposed framework thoroughly. The main\ncontributions of this paper are summarised as follows:\n1) Propose Drone Log Severity (DroLoVe), a severity-\noriented multiclass anomaly detection approach on"", ""time. Considering the nature of the dataset, where samples\nthat belong to different severity levels share common\nfeatures, a multitask vector label representation along with\nseverity-oriented decoding is proposed.\nAn extensive experiment proved that the proposed\napproach is better than the previous work baselines while\nbeing inferior to our baseline scenario based on the accuracy\nand F1 scores. From the anomaly detection perspective,\nthe proposed method achieves higher prediction confidence""]",True,The proposed framework utilizes a multitask label representation to enhance the model's learning from overlapping features across different severity levels (Silalahi et al.).,"The retrieved reference discusses the use of multitask label representation, which directly supports the claim in the source paragraph regarding the investigation of multitask learning's effect on model performance.",False
122,"DroneSBERT embedding on the model’s performance, interpretability, and learned representations. Overall, the multitask label can improve the detection performance, where the best-performing models on both datasets are achieved by the proposed Multitas-111 label. Using all zeroes to represent the Normal class helps the model distinguish the normal and abnormal samples, improves the model’s performance (see Table 9), reduces the false positive (see Fig. 14), and learns better representation (see Fig. 15). As shown in Table 9, excluding the [CLS] token’s vector and freezing BERT’s parameter during training deteriorate the model’s performance. Therefore, including [CLS] token’s feature and tuning BERT’s parameter have a positive impact on the model’s performance. Based on these findings, embedding plays a significant role in performing the",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,"we investigate the significance of the CLS token from the BERT embedding. Secondly, we analyse the impact of freezing the BERT’s parameter during training.","[""that only the best-performing scenario on each dataset is\nexplored. First, we investigate the significance of the CLS\ntoken from the BERT embedding. Secondly, we analyse the\nimpact of freezing the BERT’s parameter during training.\nThirdly, we vary the batch size during the training. Finally,\n64262\nS. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection\nFIGURE 11. Analysis of the effect of different batch sizes on the\nevaluation scores of the best-performing models."", ""based anomaly detection optimised using multitask label\nrepresentation to help the model learn from the overlapped\nfeatures shared by the samples from different severity levels.\nA domain-specific decoding procedure is also proposed to\ninfer the prediction result. In-depth analyses are performed\nto evaluate the proposed framework thoroughly. The main\ncontributions of this paper are summarised as follows:\n1) Propose Drone Log Severity (DroLoVe), a severity-\noriented multiclass anomaly detection approach on"", ""oriented multiclass anomaly detection approach on\ndrone flight log data.\n2) Propose a data-driven vector representation of the\nlabel and a severity-oriented decoding procedure of the\n64253\nFIGURE 2. A word cloud visualisation to see that the samples from different\nFIGURE 3. A 2D visualisation of the dataset using BERT [16] and\nt-SNE [17]. It shows that the samples are not linearly separated; samples\nbelong to different classes are close to one another.\nlabel to perform multiclass anomaly severity detection""]",True,The significance of the [CLS] token from the BERT embedding and the impact of freezing BERT's parameters during training are critical factors affecting model performance (Silalahi et al.).,"The retrieved reference discusses the significance of the [CLS] token and the impact of freezing BERT's parameters, which directly supports the claims made in the source paragraph regarding model performance and representation learning.",False
123,"on critical findings. The proposed embedding, DroneSBERT, improved the trustworthiness of the model, as evidenced by the word’s importance report. Despite the promising results, the model’s generality remains untested as the training dataset contains only log messages acquired from 82 drone models, mostly from DJI. This is one of the main challenges in drone forensics research, where human-readable flight log datasets from other drone models are unavailable. In the future, we plan to explore the flight logs of other drone models to train more general anomaly detection models. As for the method, multi- objective learning that employs multiple loss functions to train an anomaly detection model will be explored. DATA AVAILABILITY The dataset used in the experiment is available upon",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,the log messages used in this study are mainly acquired from DJI-made devices. There is yet to come a publicly available dataset of log messages from other drone manufacturers.,"[""challenges encountered during the study are disclosed, along\nwith limitations and threats to validity. As drone forensics\nis an emerging topic, there are very limited public datasets\navailable. The log messages used in this study are mainly\nacquired from DJI-made devices. There is yet to come\na publicly available dataset of log messages from other\ndrone manufacturers. Several publicly available datasets are\n64264\nSilalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection"", ""detectiononsyslogusingsentenceembeddingandmetadata,’’IEEETrans.\nInf. Forensics Security, vol. 17, pp. 3051–3061, 2022.\nVOLUME 12, 2024\n[20] L. K. Shar, W. Minn, N. B. D. Ta, J. Fan, L. Jiang, and D. L. W. Kiat,\n‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[21] C. Zhang, X. Wang, H. Zhang, J. Zhang, H. Zhang, C. Liu, and"", ""64266\nS. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection\nHUDAN STUDIAWAN (Member, IEEE) received\nthe bachelor’s and master’s degrees from the Insti-\ntut Teknologi Sepuluh Nopember, Indonesia, in\n2009 and 2011, respectively, and the Ph.D. degree\nfromMurdochUniversity,Australia,in2021.Heis\ncurrently a Lecturer with the Institut Teknologi\nSepuluh Nopember. His current research interests\ninclude digital forensics and natural language\nprocessing.\n1,""]",True,"The log messages used in this study are primarily sourced from DJI-made devices, highlighting the lack of publicly available datasets from other drone manufacturers (Silalahi et al., 2022).","The retrieved reference directly discusses the limitation of available datasets in drone forensics, specifically mentioning that the log messages are mainly from DJI devices, which aligns with the claims made in the source paragraph about the challenges in generality due to limited data.",False
124,"biomedical engineering, macro-scale radars on radio- astronomy, and so on , . However, in PA radars the number of detected targets is limited by the angular and range resolution. More recently, the multi-input multi-output (MIMO) radar has become an interesting research sub- ject –. Unlike the PA radar, the MIMO radar utilizes many antennas that transmit orthogonal signals to obtain the signal reﬂected from the target at the receiver, a scheme known as waveform diversity . Consequently, MIMO radars have been successfully applied for radar imaging, 11248 This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see VOLUME 8, 2020 S. Tahcfulloh, G. Hendrantoro: FPMIMO: General MIMO Structure With Overlapping Subarrays for Various Radar Applications",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar,include MIMO radar and array signal processing.,"[""include MIMO radar and array signal processing.\nL. P. LIGTHART (Life Fellow, IEEE) was born in\nThe Netherlands, in September 1946. He received\nthe degree (cum laude) in engineering and the\nPh.D. degree from the Delft University of Tech-\nnology. Since 1988, he has been the Chair of\nMWtransmission,remotesensing,radar,andposi-\ntioning and navigation with the Delft University\nof Technology. He founded the IRCTR at Delft\nUniversity, where he is currently an Emeritus"", ""radar,’’ IEEE Sensors J., vol. 20, no. 3, pp. 1485–1498, Feb. 2020, doi:\n10.1109/JSEN.2019.2946643.\n[34] K. V. Caekenberghe, K. Brakora, and K. Sarabandi, ‘‘OFDM frequency\nscanning radar,’’ Google Patent US7994969 B2, Sep. 21, 2007.\n[35] A. Hassanien and S. A. Vorobyov, ‘‘Phased-MIMO radar: A tradeoff\nbetween phased-array and MIMO radars,’’ IEEE Trans. Signal Process.,\nvol. 58, no. 6, pp. 3137–3151, Jun. 2010, doi: 10.1109/TSP.2010.2043976."", ""vol.12,no.11,pp. 1320–1329,Nov.2018,doi:10.1049/iet-rsn.2018.5029.\n[24] W.-Q.Wang,‘‘Frequencydiversearrayantenna:Newopportunities,’’IEEE\nAntennas Propag. Mag., vol. 57, no. 2, pp. 145–152, Apr. 2015, doi:\n10.1109/MAP.2015.2414692.\n[25] Y. Xu and K.-M. Luk, ‘‘Enhanced transmit–receive beamforming for\nfrequency diverse array,’’ IEEE Trans. Antennas Propag., vol. 68, no. 7,\npp. 5344–5352, Jul. 2020, doi: 10.1109/TAP.2020.2977717.\n[26] B. Donnet and I. Longstaff, ‘‘Combining MIMO radar with OFDM""]",True,"MIMO radar utilizes multiple antennas to transmit orthogonal signals, enhancing radar capabilities (Ligthart, 2020).","The retrieved reference discusses MIMO radar and its applications, which directly supports the claims made in the source paragraph regarding the advantages of MIMO radar over PA radar.",False
125,"form of array radar systems combining the PA and MIMO concepts has been presented by the authors in by the name of Full Phased MIMO (FPMIMO). The FPMIMO radar also serves as a general architecture for multi- antenna radars that employ overlapped subarrays, which also encompass the class of PMIMO radars . Generally in the FPMIMO system employing K transmit antennas arranged into M overlapped subarrays and L receive antennas with N subarrays, the Tx and Rx may cover either the whole C| K and C| L complex space, respectively, or only some subspace of them, i.e., C| M and C| N , respectively. The subarrays in Rx array are also useful to increase the coherent gain even further relative",,,[],False,,Tidak ada chunk yang di-retrieve.,False
126,"works. The third section defines and explains the concepts that underpin our research. The fourth section describes the fundamentals of the proposed method. The fifth section provides the experimental results and analyses the findings. The last Section gives a conclusion and overview of future works. II. RELATED WORK II. RELATED WORK This section discusses research related to the work carried out including the process discovery method, its quality dimen- sions, and graph-based process mining. A. PROCESS DISCOVERY METHODS A. PROCESS DISCOVERY METHODS A data-driven automated method called Process Discovery can locate, map, and record the activities of current business processes. The received data is then automatically analyzed so that it can be automatically recommended in the process modeling or workflow",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"Process mining is an analytical method used to study, understand, and improve business processes by leveraging data automatically generated by information systems.","[""driven.\nProcess mining has demonstrated its worth as an effective\ntechnique for analyzing event logs, allowing for the tracking\nof workflow progress and delivering important insights [6]. A\nmajor benefit of this method is its ability to use existing\ndatabase logs, which can decrease the time and cost needed\nfor data collection. Furthermore, using recorded data can\nreduce the likelihood of information distortion. Given its\ncapability to analyze log data across different systems, process"", ""systems makes business model development easier.\nB. Process Mining\nProcess mining is an analytical method used to study,\nunderstand, and improve business processes by leveraging\ndata automatically generated by information systems [16].\nThis technique involves analyzing event logs or records of\nevents that occur within a system, such as business\ntransactions or user activities. From this data, process mining\nmaps the actual workflow, identifies patterns, trends, and"", ""This means that the model produced by Heuristic Miner is the\nmost accurate in representing the actual business process\ncompared to the models produced by the other algorithms.\nApart from identifying traces and developing a process\nmodel, this research also analyzing the duration of case\ncompletion. In analyzing the case duration, this study utilizes\nthe overview feature within the DISCO application. Based on\nthe data shown in the DISCO application, on average, 1""]",True,"Process mining is an analytical method used to study, understand, and improve business processes by leveraging data automatically generated by information systems.",The retrieved reference directly supports the source paragraph's discussion on process discovery methods by explicitly defining process mining as a technique for analyzing and improving business processes.,False
127,"more reliable in detecting and handling ICR patterns. B. GRAPH-BASED PROCESS DISCOVERY PLUS B. GRAPH-BASED PROCESS DISCOVERY PLUS PLUS (GPD++) GPD++ consists of the main algorithm for detecting split and join blocks presented in Algorithm 1 and the algorithm for finding the block hierarchy and its types (XOR or AND) in Algorithm 2 and Algorithm 3. GPD++ utilizes the detected block structure to identify ICR in blocks parallel (long). As an illustration of how Algorithm 1 works in finding split-join blocks, an example of a DFG model with one split node (|T| = 1) and one join node is given in figure 4. The input for Algorithm 1 is the DFG model with split-node and join-node information. The results of",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company Strategy,"The research [14] introduces the GPD++ algorithm, enhancing graph-based process discovery by improving hierarchical block detection and handling incomplete concurrent relationships (ICR) in business process modeling.","[""methods, achieving high fitness and precision, especially in\ncomplex scenarios.\nAuthorized licensed use limited to: Institut Teknologi Sepuluh Nopember.\nResearch by [16] introduces an improved method for detect-\ning parallel process models in graph-based process discovery.\nBy establishing relationship frequencies and using specific\nalgorithms, the method accurately distinguishes XOR, AND,\nand OR relationships. Testing in four scenarios achieved a\n100% fitness rating, significantly improving accuracy over"", ""methods like wDAG and WGED.\nThe research from [13] discusses challenges and practical\nconsiderations, such as costs and technical obstacles, faced\nby businesses when implementing KGs, offering a perspective\ngrounded in the operational aspects of KG deployment.\nThe research [14] introduces the GPD++ algorithm, en-\nhancing graph-based process discovery by improving hier-\narchical block detection and handling incomplete concurrent\nrelationships (ICR) in business process modeling. Using real-"", ""life data and public datasets, the research compared GPD++ to\ntraditional methods like Inductive Miner (IM) and Split Miner\n(SM). Results showed that GPD++ effectively addressed ICRs\nand detected hierarchical blocks.\nThe paper [15] introduces the Invisible-Task Prime and\nNon-Prime ITPNP algorithm for mining invisible tasks in\nprocess models, focusing on XOR and AND/OR relationships.\nIt detects invisible non-prime tasks in hybrid parallel rela-\ntionships. Tested on seven models, it outperformed traditional""]",True,The GPD++ algorithm enhances graph-based process discovery by improving hierarchical block detection and addressing incomplete concurrent relationships (ICR) in business process modeling (Research [14]).,"The retrieved reference directly discusses the GPD++ algorithm's capabilities in improving hierarchical block detection and handling ICR, which aligns perfectly with the claims made in the source paragraph.",False
