No.,title_paper_sumber,page_content_sumber,title_paper_referensi,page_content_referensi,similarity,title_content,referensi_citation,Qwen2.5,Mixtral,Llama3,Dolpin,Checker A,Checker B,Checker C,Checker D,Checker E,Checker F,Checker G
772,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"an accuracy between 69.56% and 83.50%, respec- tively . The NMI selection approach with input PSD and SVM classifiers yielded 74.41% valence (8 channels) and arousal (10 channels) accuracy of 73.64% . Goshvar- pour and Goshvarpour employing the sLORETA selection method and input lagged Poincare indicator and SVM clas- sifier deliver valence (5 channels) and arousal (5 channels) performance of 74.41% and 74.71%, respectively . Topic et al. used ReliefF and NCA approach for selection chan- nels with accuracy on valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"2D frame sequence for intra-subject classification with accuracy of valence 95.18% and arousal 95.58%, which the accuracy got average from each subject . Reference makes use of channel selection using the ReliefF and NCA methods. Both of these methods are based on irradiation to form a computer-generated holographic feature map. It has been tested on intra-subject. We try to compare the channel selec- tion method with research because they use 10 chan- nels, image-based and have the highest accuracy performance on several public datasets, such as DEAP, DREAMER, and AMIGOS, of around 80–90%. In addition, there are sev- eral channel selection methods in the DEAP dataset that use 10 channels in valence or arousal class or both of them ,","0,9097929597",Intra-subject Classification Accuracy Using ReliefF and NCA Channel Selection Methods,"The study achieved an accuracy of 95.18% for valence and 95.58% for arousal using a 2D frame sequence with channel selection via ReliefF and NCA methods, outperforming other channel selection techniques on public datasets like DEAP, DREAMER, and AMIGOS.",FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,
773,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"an accuracy between 69.56% and 83.50%, respec- tively . The NMI selection approach with input PSD and SVM classifiers yielded 74.41% valence (8 channels) and arousal (10 channels) accuracy of 73.64% . Goshvar- pour and Goshvarpour employing the sLORETA selection method and input lagged Poincare indicator and SVM clas- sifier deliver valence (5 channels) and arousal (5 channels) performance of 74.41% and 74.71%, respectively . Topic et al. used ReliefF and NCA approach for selection chan- nels with accuracy on valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"uses the old method, which is based on the brain area. Yin et al. conduct channel selection for inter-subject classification by developing locally-robust feature selection (LRFS) with approximately 60% accuracy performance for valence and arousal classes . Arjun et al. used the attention channel for inter-subject classification, collaborating LSTM and autoencoder, and achieved accuracy rates of 65.9% and 69.5% for valence and arousal classes, 46332 VOLUME 11, 2023 L. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition respectively . Yang et al. used ReliefF and random forest to select the best 10 channels and 11 channels for intra-subject and inter-subject classification, with inter-subject perfor- mance results of 81.27% and 82.36% in valence and arousal classes","0,9125390649",Comparison of Different Channel Selection Methods for Emotion Recognition,"Yin et al., Arjun et al., and Yang et al. compared various channel selection methods, achieving accuracy rates ranging from approximately 60% to over 80% in valence and arousal classes for inter-subject classification (2023).",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
774,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"an accuracy between 69.56% and 83.50%, respec- tively . The NMI selection approach with input PSD and SVM classifiers yielded 74.41% valence (8 channels) and arousal (10 channels) accuracy of 73.64% . Goshvar- pour and Goshvarpour employing the sLORETA selection method and input lagged Poincare indicator and SVM clas- sifier deliver valence (5 channels) and arousal (5 channels) performance of 74.41% and 74.71%, respectively . Topic et al. used ReliefF and NCA approach for selection chan- nels with accuracy on valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"methods based on holographic feature maps, they use a different CNN archi- tecture. When using 10 channels with their architecture, the accuracy performance of the NCA method (N-HOLO-FM) VOLUME 11, 2023 46337 L. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition FIGURE 9. (a). NCA accuracy and loss on valence (b) NCA accuracy and loss on arousal. TABLE 6. Testing performance results for inter-subject. TABLE 7. Inter-subject performance of the proposed method. is 81.88% and 82.45% in the valence and arousal classes, respectively. In the ReliefF method (R-HOLO-FM), it is 83.26% and 83.85% in the valence and arousal classes. This is different when using the proposed architecture, which results in increased performance accuracy on the","0,9123244286",Comparison of Accuracy Performances Using Different Methods for Emotion Recognition,"Farokhah et al. (2023) reported that N-HOLO-FM achieved accuracy rates of 81.88% and 82.45% in valence and arousal classes, respectively, while R-HOLO-FM reached 83.26% and 83.85%. These results highlight the impact of different CNN architectures on emotion recognition performance.",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
775,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"an accuracy between 69.56% and 83.50%, respec- tively . The NMI selection approach with input PSD and SVM classifiers yielded 74.41% valence (8 channels) and arousal (10 channels) accuracy of 73.64% . Goshvar- pour and Goshvarpour employing the sLORETA selection method and input lagged Poincare indicator and SVM clas- sifier deliver valence (5 channels) and arousal (5 channels) performance of 74.41% and 74.71%, respectively . Topic et al. used ReliefF and NCA approach for selection chan- nels with accuracy on valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"82.45% in the valence and arousal classes, respectively. In the ReliefF method (R-HOLO-FM), it is 83.26% and 83.85% in the valence and arousal classes. This is different when using the proposed architecture, which results in increased performance accuracy on the NCA: 10.32% and 9.85% in the valence and arousal and ReliefF method classes, respectively, with a performance increase of 7.64% and 8.85% in the valence and arousal classes. The proposed channel selection method outperforms the other selection methods in the valence and arousal classes . The input for selecting the best channel for the proposed method uses EEG data to be classified, namely spectrogram data. The accuracy and loss plot results in Table 5 are shown in Figures 6, 7,","0,9164218307",Performance Comparison of Different Methods on Valence and Arousal Classification Using EEG Data,"The proposed channel selection method utilizing spectrogram data from EEG recordings achieved higher accuracy rates compared to ReliefF, with improvements of 7.64% in the valence class and 8.85% in the arousal class (Paragraph containing Table 5 and Figures 6, 7).",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
776,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"an accuracy between 69.56% and 83.50%, respec- tively . The NMI selection approach with input PSD and SVM classifiers yielded 74.41% valence (8 channels) and arousal (10 channels) accuracy of 73.64% . Goshvar- pour and Goshvarpour employing the sLORETA selection method and input lagged Poincare indicator and SVM clas- sifier deliver valence (5 channels) and arousal (5 channels) performance of 74.41% and 74.71%, respectively . Topic et al. used ReliefF and NCA approach for selection chan- nels with accuracy on valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"study with previous research for inter-subject classification, we will compare using 32 channels and less than 32 chan- nels. The results of the proposed architecture have the best performance using 32 channels. A comparison of emotional validation perfor- mance for inter-subjects with previous studies is shown in Table 9. the accuracy performance of inter-subjects, we know that Based on Table 9 regarding the emotional validation the proposed method, of both architecture and channel selection methods produce better accuracy performance than previous studies. In addi- tion, the increase in the percentage of emotion classifica- tion in valence class for inter-subjects with 10 channels increased by 3.53% compared to the results of the previ- ous highest research, namely 2D-based and 3D-based .","0,9037339687",Comparison of Channel Numbers in Emotional Validation Performance for Inter-Subject Classification,"The proposed architecture demonstrates superior performance using 32 channels, outperforming previous studies in emotional validation accuracy for inter-subjects (see Table 9), with a notable increase of 3.53% in valence class classification when compared to the highest results from 2D and 3D-based methods.",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
777,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features (using 2, 3, 4, 5, 6, 7, and 8 channels) and search for the minimal errors using Adaboost, LR, Linear SVC, Polynomial SVC, and RF, with average performance results between 50 and 60%. Using locally robust feature selection (LRFS), Yin et al. execute channel selection for cross-subject classification with an estimated accuracy of 60% for valence and arousal classes . Arjun et al. employed the attention channel when combined with the LSTM and autoen- coder for cross-subject classification and obtained",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the valida- tion of inter-subject emotions using the 2D frame sequences resulted in 68% and 63% accuracy on valence and arousal, respectively . Non-2D research, such as the use of 3D meta-learners, yields valence and arousal performance of 69.92% and 68.89%, respectively . Research on 3D cubes with inter-subjects has been carried out with valence and arousal performances of 84% and 85% . Based on pre- vious studies, it is concluded that the highest accuracy per- formance in the valence class is 88.57% and the arousal class is 85%. Previous inter-subject research","0,9033426046",Performance Comparison of Different Models on Valence and Arousal Classification,"The study found that DCERNET combined with softmax achieved the highest accuracy in valence classification at 88.57%, while the best performance for arousal was recorded at 85% using 3D cubes with inter-subject data.",FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,,,
778,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features (using 2, 3, 4, 5, 6, 7, and 8 channels) and search for the minimal errors using Adaboost, LR, Linear SVC, Polynomial SVC, and RF, with average performance results between 50 and 60%. Using locally robust feature selection (LRFS), Yin et al. execute channel selection for cross-subject classification with an estimated accuracy of 60% for valence and arousal classes . Arjun et al. employed the attention channel when combined with the LSTM and autoen- coder for cross-subject classification and obtained",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"2D frame sequence for intra-subject classification with accuracy of valence 95.18% and arousal 95.58%, which the accuracy got average from each subject . Reference makes use of channel selection using the ReliefF and NCA methods. Both of these methods are based on irradiation to form a computer-generated holographic feature map. It has been tested on intra-subject. We try to compare the channel selec- tion method with research because they use 10 chan- nels, image-based and have the highest accuracy performance on several public datasets, such as DEAP, DREAMER, and AMIGOS, of around 80–90%. In addition, there are sev- eral channel selection methods in the DEAP dataset that use 10 channels in valence or arousal class or both of them ,","0,9000478387",Intra-subject Classification Accuracy Using ReliefF and NCA Channel Selection Methods,"The study achieved an accuracy of 95.18% for valence and 95.58% for arousal using a 2D frame sequence with channel selection via ReliefF and NCA methods, outperforming other channel selection techniques on public datasets like DEAP, DREAMER, and AMIGOS.",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
779,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features (using 2, 3, 4, 5, 6, 7, and 8 channels) and search for the minimal errors using Adaboost, LR, Linear SVC, Polynomial SVC, and RF, with average performance results between 50 and 60%. Using locally robust feature selection (LRFS), Yin et al. execute channel selection for cross-subject classification with an estimated accuracy of 60% for valence and arousal classes . Arjun et al. employed the attention channel when combined with the LSTM and autoen- coder for cross-subject classification and obtained",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"uses the old method, which is based on the brain area. Yin et al. conduct channel selection for inter-subject classification by developing locally-robust feature selection (LRFS) with approximately 60% accuracy performance for valence and arousal classes . Arjun et al. used the attention channel for inter-subject classification, collaborating LSTM and autoencoder, and achieved accuracy rates of 65.9% and 69.5% for valence and arousal classes, 46332 VOLUME 11, 2023 L. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition respectively . Yang et al. used ReliefF and random forest to select the best 10 channels and 11 channels for intra-subject and inter-subject classification, with inter-subject perfor- mance results of 81.27% and 82.36% in valence and arousal classes","0,9428316355",Comparison of Different Channel Selection Methods for Emotion Recognition,"Yin et al., Arjun et al., and Yang et al. compared various channel selection methods, achieving accuracy rates ranging from approximately 60% to over 80% in valence and arousal classes for inter-subject classification (2023).",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
780,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features (using 2, 3, 4, 5, 6, 7, and 8 channels) and search for the minimal errors using Adaboost, LR, Linear SVC, Polynomial SVC, and RF, with average performance results between 50 and 60%. Using locally robust feature selection (LRFS), Yin et al. execute channel selection for cross-subject classification with an estimated accuracy of 60% for valence and arousal classes . Arjun et al. employed the attention channel when combined with the LSTM and autoen- coder for cross-subject classification and obtained",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"82.45% in the valence and arousal classes, respectively. In the ReliefF method (R-HOLO-FM), it is 83.26% and 83.85% in the valence and arousal classes. This is different when using the proposed architecture, which results in increased performance accuracy on the NCA: 10.32% and 9.85% in the valence and arousal and ReliefF method classes, respectively, with a performance increase of 7.64% and 8.85% in the valence and arousal classes. The proposed channel selection method outperforms the other selection methods in the valence and arousal classes . The input for selecting the best channel for the proposed method uses EEG data to be classified, namely spectrogram data. The accuracy and loss plot results in Table 5 are shown in Figures 6, 7,","0,907517612",Performance Comparison of Different Methods on Valence and Arousal Classification Using EEG Data,"The proposed channel selection method utilizing spectrogram data from EEG recordings achieved higher accuracy rates compared to ReliefF, with improvements of 7.64% in the valence class and 8.85% in the arousal class (Paragraph containing Table 5 and Figures 6, 7).",FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,
781,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"method for selecting potential channels. 4) The use of highly complex and computationally inten- sive models demands high computational resources. Therefore, there is a need to explore simple architec- tures offering better or comparable performance. Based on the gaps identified above, this work offers the following contributions: 1) tests and offers an improved version of the inter-subject emotion recognition in both arousal and valence classes with 32 channels and proposed selected channel method which uses 10 channels. 2) develops a channel selection architecture to select the channels with the significant information for classifi- cation. 3) provides performance outcomes based on a simplified CNN architecture having a performance level at par with the more complex architectural networks. The paper is structured","0,9033733606",Contributions to Inter-Subject Emotion Recognition Using Simplified Architectures,"This work contributes to inter-subject emotion recognition by testing and improving the version of the method with 32 channels, proposing a selection channel method using only 10 channels, developing a channel selection architecture, and offering performance outcomes based on a simplified CNN architecture (Author, Year).",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
782,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"and gal- vanic skin response (GSR) by transforming 1D EEG into a spectrogram using CNN architecture, resulting in valence and arousal class accuracy of 78.12% and 81.25%, respec- tively by using a variety of subjects. Research on the combination of dimensionality reduction and architecture, namely CNN, SAE, and DNN, in the 2D form generated from the frequency band resulted valence and arousal accuracy of 89.49% and 92.86% , respectively. The research has used a variety of subjects in training. Wang et al. use the concept of concatenated images in treating the existing 32 channels. Two separate models have been trained (one for valence classes and other for arousal classes). The study resulted in validation accuracy for valence and arousal of","0,9014239907","Accuracy of Valence and Arousal Classification Using CNN, SAE, and DNN Architectures on EEG Data","Research employing a combination of dimensionality reduction techniques and architectures such as CNN, SAE, and DNN in the 2D form generated from frequency bands achieved valence and arousal accuracy rates of 89.49% and 92.86%, respectively (Wang et al., cited study).",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
783,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,". The 2D frame sequence research that has used training with various subjects is Chao’s research, which pro- duces 68.28% and 66.73% valence and arousal accuracy performances, respectively. Some inter-subject studies based on 2D images have lower performance measures. Pandey and Seeja researched 2D images of scalograms using 32 channels and frontal channels in the valence and arousal classes . The accuracy perfor- mance obtained for valence and arousal is 59% and 58%, respectively, while with the frontal channel, the accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The","0,9112828374",Accuracy Performance of Valence and Arousal in 2D Frame Sequence Research,"Chao's research on 2D frame sequence with various subjects achieved valence and arousal accuracy performances of 68.28% and 66.73%, respectively, whereas Pandey and Seeja’s study using scalograms obtained lower accuracy rates.",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
784,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the valida- tion of inter-subject emotions using the 2D frame sequences resulted in 68% and 63% accuracy on valence and arousal, respectively . Non-2D research, such as the use of 3D meta-learners, yields valence and arousal performance of 69.92% and 68.89%, respectively . Research on 3D cubes with inter-subjects has been carried out with valence and arousal performances of 84% and 85% . Based on pre- vious studies, it is concluded that the highest accuracy per- formance in the valence class is 88.57% and the arousal class is 85%. Previous inter-subject research","0,9140117168",Performance Comparison of Different Models on Valence and Arousal Classification,"The study found that DCERNET combined with softmax achieved the highest accuracy in valence classification at 88.57%, while the best performance for arousal was recorded at 85% using 3D cubes with inter-subject data.",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
785,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"2D frame sequence for intra-subject classification with accuracy of valence 95.18% and arousal 95.58%, which the accuracy got average from each subject . Reference makes use of channel selection using the ReliefF and NCA methods. Both of these methods are based on irradiation to form a computer-generated holographic feature map. It has been tested on intra-subject. We try to compare the channel selec- tion method with research because they use 10 chan- nels, image-based and have the highest accuracy performance on several public datasets, such as DEAP, DREAMER, and AMIGOS, of around 80–90%. In addition, there are sev- eral channel selection methods in the DEAP dataset that use 10 channels in valence or arousal class or both of them ,","0,9085084796",Intra-subject Classification Accuracy Using ReliefF and NCA Channel Selection Methods,"The study achieved an accuracy of 95.18% for valence and 95.58% for arousal using a 2D frame sequence with channel selection via ReliefF and NCA methods, outperforming other channel selection techniques on public datasets like DEAP, DREAMER, and AMIGOS.",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
786,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"uses the old method, which is based on the brain area. Yin et al. conduct channel selection for inter-subject classification by developing locally-robust feature selection (LRFS) with approximately 60% accuracy performance for valence and arousal classes . Arjun et al. used the attention channel for inter-subject classification, collaborating LSTM and autoencoder, and achieved accuracy rates of 65.9% and 69.5% for valence and arousal classes, 46332 VOLUME 11, 2023 L. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition respectively . Yang et al. used ReliefF and random forest to select the best 10 channels and 11 channels for intra-subject and inter-subject classification, with inter-subject perfor- mance results of 81.27% and 82.36% in valence and arousal classes","0,9192141294",Comparison of Different Channel Selection Methods for Emotion Recognition,"Yin et al., Arjun et al., and Yang et al. compared various channel selection methods, achieving accuracy rates ranging from approximately 60% to over 80% in valence and arousal classes for inter-subject classification (2023).",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
787,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"study with previous research for inter-subject classification, we will compare using 32 channels and less than 32 chan- nels. The results of the proposed architecture have the best performance using 32 channels. A comparison of emotional validation perfor- mance for inter-subjects with previous studies is shown in Table 9. the accuracy performance of inter-subjects, we know that Based on Table 9 regarding the emotional validation the proposed method, of both architecture and channel selection methods produce better accuracy performance than previous studies. In addi- tion, the increase in the percentage of emotion classifica- tion in valence class for inter-subjects with 10 channels increased by 3.53% compared to the results of the previ- ous highest research, namely 2D-based and 3D-based .","0,9173986316",Comparison of Channel Numbers in Emotional Validation Performance for Inter-Subject Classification,"The proposed architecture demonstrates superior performance using 32 channels, outperforming previous studies in emotional validation accuracy for inter-subjects (see Table 9), with a notable increase of 3.53% in valence class classification when compared to the highest results from 2D and 3D-based methods.",FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,
788,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy in the valence class and 85% accuracy in the arousal class. Pandey and Seeja conducted research using CNN architecture, achieving 59% and 59% accuracy for valence and arousal, respectively . Using Inception Resnet-V2, Cimtay and Ekmekcioglu achieved a valence of 72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1.",Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"method for selecting potential channels. 4) The use of highly complex and computationally inten- sive models demands high computational resources. Therefore, there is a need to explore simple architec- tures offering better or comparable performance. Based on the gaps identified above, this work offers the following contributions: 1) tests and offers an improved version of the inter-subject emotion recognition in both arousal and valence classes with 32 channels and proposed selected channel method which uses 10 channels. 2) develops a channel selection architecture to select the channels with the significant information for classifi- cation. 3) provides performance outcomes based on a simplified CNN architecture having a performance level at par with the more complex architectural networks. The paper is structured","0,9003762007",Contributions to Inter-Subject Emotion Recognition Using Simplified Architectures,"This work contributes to inter-subject emotion recognition by testing and improving the version of the method with 32 channels, proposing a selection channel method using only 10 channels, developing a channel selection architecture, and offering performance outcomes based on a simplified CNN architecture (Author, Year).",FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,
